user_id,home_city,home_lat,home_lon,preferred_categories,avg_spend,active_hour_center,card_age_days
user_00037,Los Angeles,34.0522,-118.2437,"['streaming', 'restaurant', 'home_goods', 'electronics']",10.218480816886009,17,2465
user_00038,New York,40.7128,-74.006,"['streaming', 'utilities', 'home_goods']",14.925756886571687,17,2171
user_00039,Bengaluru,12.9716,77.5946,"['electronics', 'utilities', 'pharmacy', 'entertainment', 'clothing']",37.267317701215866,14,566
user_00040,Mumbai,19.076,72.8777,"['pharmacy', 'restaurant', 'grocery', 'ride_share', 'utilities', 'home_goods']",51.57721204967042,16,903
user_00041,Mumbai,19.076,72.8777,"['pharmacy', 'restaurant', 'electronics', 'entertainment']",36.70162267695387,12,676
user_00042,London,51.5074,-0.1278,"['home_goods', 'utilities', 'travel', 'grocery', 'clothing']",30.89551508740559,22,2747
user_00043,Los Angeles,34.0522,-118.2437,"['clothing', 'restaurant', 'utilities', 'travel']",27.642039458004408,10,1145
user_00044,Mumbai,19.076,72.8777,"['entertainment', 'pharmacy', 'electronics', 'clothing']",13.638365389841285,16,2031
user_00045,Mumbai,19.076,72.8777,"['restaurant', 'utilities', 'streaming']",21.500871624003114,21,1163
user_00046,New York,40.7128,-74.006,"['pharmacy', 'gas_station', 'clothing']",25.11880421156462,10,1839
user_00047,Delhi,28.7041,77.1025,"['restaurant', 'entertainment', 'gas_station']",62.44419861200828,16,177
user_00048,Bengaluru,12.9716,77.5946,"['streaming', 'gas_station', 'grocery', 'clothing']",40.697675334997435,13,193
user_00049,Bengaluru,12.9716,77.5946,"['utilities', 'electronics', 'restaurant', 'pharmacy']",11.498032189630392,20,2323
user_00050,Delhi,28.7041,77.1025,"['electronics', 'gas_station', 'utilities', 'streaming']",40.22345895982762,8,764
user_00051,Bengaluru,12.9716,77.5946,"['utilities', 'electronics', 'clothing', 'gas_station', 'restaurant', 'entertainment']",26.283743540761424,21,188
user_00052,London,51.5074,-0.1278,"['electronics', 'ride_share', 'pharmacy', 'clothing']",22.061782210950838,21,962
user_00053,Houston,29.7604,-95.3698,"['utilities', 'electronics', 'streaming']",47.79905040541232,13,1171
user_00054,Los Angeles,34.0522,-118.2437,"['pharmacy', 'utilities', 'travel', 'streaming', 'entertainment']",61.473102012976916,8,502
user_00055,Mumbai,19.076,72.8777,"['home_goods', 'clothing', 'grocery', 'restaurant']",57.902934845354,17,1809
user_00056,Bengaluru,12.9716,77.5946,"['streaming', 'home_goods', 'travel', 'restaurant', 'entertainment']",20.014749686407185,22,2391
user_00057,Houston,29.7604,-95.3698,"['grocery', 'streaming', 'entertainment', 'travel', 'electronics']",27.507881799249446,13,1796
user_00058,Los Angeles,34.0522,-118.2437,"['home_goods', 'pharmacy', 'restaurant', 'clothing', 'travel']",40.39710236847056,18,1702
user_00059,Bengaluru,12.9716,77.5946,"['entertainment', 'clothing', 'travel', 'gas_station', 'electronics', 'ride_share']",59.46138297859105,18,1582
user_00060,Chicago,41.8781,-87.6298,"['streaming', 'travel', 'grocery', 'clothing', 'utilities']",24.840998593724002,11,1790
user_00061,Bengaluru,12.9716,77.5946,"['ride_share', 'entertainment', 'electronics', 'travel', 'utilities', 'streaming']",29.624585683834738,22,725
user_00062,Los Angeles,34.0522,-118.2437,"['travel', 'utilities', 'home_goods', 'pharmacy', 'restaurant']",17.050832262641897,21,992
user_00063,Mumbai,19.076,72.8777,"['electronics', 'gas_station', 'grocery', 'home_goods']",16.15575003388533,11,1976
user_00064,Los Angeles,34.0522,-118.2437,"['streaming', 'utilities', 'home_goods', 'electronics', 'entertainment', 'travel']",53.9207563321111,14,1029
user_00065,Chicago,41.8781,-87.6298,"['restaurant', 'streaming', 'electronics']",74.71971779967375,10,2880
user_00066,London,51.5074,-0.1278,"['travel', 'electronics', 'restaurant']",31.71513231417576,15,576
user_00067,London,51.5074,-0.1278,"['ride_share', 'home_goods', 'travel', 'streaming', 'entertainment']",60.468328901388084,22,681
user_00068,London,51.5074,-0.1278,"['clothing', 'electronics', 'entertainment', 'travel', 'ride_share', 'pharmacy']",41.14003006527806,11,1154
user_00069,London,51.5074,-0.1278,"['entertainment', 'clothing', 'electronics']",22.486792733379207,12,1405
user_00070,Bengaluru,12.9716,77.5946,"['gas_station', 'entertainment', 'electronics']",41.134095973046776,14,2872
user_00071,Chicago,41.8781,-87.6298,"['restaurant', 'streaming', 'utilities', 'pharmacy']",83.33110925346675,16,1938
user_00072,Delhi,28.7041,77.1025,"['electronics', 'streaming', 'utilities']",32.411210840142346,22,2422
user_00073,New York,40.7128,-74.006,"['ride_share', 'grocery', 'pharmacy', 'clothing', 'streaming', 'entertainment']",84.67210372291747,22,1746
user_00074,Houston,29.7604,-95.3698,"['electronics', 'clothing', 'streaming', 'ride_share', 'grocery', 'entertainment']",6.876796630919651,13,2769
user_00075,Delhi,28.7041,77.1025,"['ride_share', 'gas_station', 'home_goods', 'travel']",54.22496995459717,8,1643
user_00076,New York,40.7128,-74.006,"['utilities', 'streaming', 'gas_station']",34.890976436278926,21,1921
user_00077,Chicago,41.8781,-87.6298,"['clothing', 'streaming', 'pharmacy']",27.676829685886563,11,1892
user_00078,Bengaluru,12.9716,77.5946,"['streaming', 'clothing', 'entertainment', 'utilities', 'restaurant']",34.98979564296102,15,109
user_00079,New York,40.7128,-74.006,"['electronics', 'utilities', 'restaurant', 'grocery', 'travel']",10.048854533463766,11,846
user_00080,New York,40.7128,-74.006,"['electronics', 'gas_station', 'ride_share', 'restaurant']",29.026141857645456,17,922
user_00081,London,51.5074,-0.1278,"['pharmacy', 'gas_station', 'home_goods', 'restaurant', 'utilities']",41.02852444219797,12,472
user_00082,New York,40.7128,-74.006,"['home_goods', 'utilities', 'streaming', 'entertainment', 'electronics']",80.37767205399278,9,2455
user_00083,Houston,29.7604,-95.3698,"['entertainment', 'clothing', 'home_goods']",24.265070033225573,20,525
user_00084,New York,40.7128,-74.006,"['travel', 'streaming', 'pharmacy', 'restaurant', 'home_goods']",20.387130384437437,8,1750
user_00085,London,51.5074,-0.1278,"['streaming', 'pharmacy', 'ride_share']",24.506680990081247,19,656
user_00086,Delhi,28.7041,77.1025,"['entertainment', 'travel', 'clothing', 'utilities']",57.35392442534725,20,2010
user_00087,London,51.5074,-0.1278,"['entertainment', 'home_goods', 'clothing', 'pharmacy', 'electronics', 'streaming']",40.336253930046844,22,384
user_00088,Mumbai,19.076,72.8777,"['electronics', 'ride_share', 'home_goods', 'streaming', 'pharmacy', 'grocery']",24.09836215321726,15,1361
user_00089,Chicago,41.8781,-87.6298,"['electronics', 'pharmacy', 'clothing', 'utilities', 'home_goods', 'ride_share']",45.058446577145396,19,1161
user_00090,New York,40.7128,-74.006,"['restaurant', 'electronics', 'streaming', 'ride_share']",35.10159354588138,16,1014
user_00091,London,51.5074,-0.1278,"['ride_share', 'grocery', 'restaurant', 'clothing', 'electronics', 'entertainment']",59.21571686979096,19,1026
user_00092,Mumbai,19.076,72.8777,"['ride_share', 'travel', 'utilities', 'pharmacy', 'streaming']",21.7316156726375,19,2284
user_00093,Bengaluru,12.9716,77.5946,"['entertainment', 'ride_share', 'clothing', 'home_goods', 'travel']",27.205052562925143,11,524
user_00094,Houston,29.7604,-95.3698,"['restaurant', 'travel', 'gas_station', 'electronics', 'utilities']",26.173177010440543,19,2013
user_00095,Mumbai,19.076,72.8777,"['restaurant', 'electronics', 'clothing', 'utilities', 'pharmacy']",13.7617228407961,10,1268
user_00096,New York,40.7128,-74.006,"['clothing', 'grocery', 'utilities', 'travel']",39.554211192775156,12,2886
user_00097,Chicago,41.8781,-87.6298,"['restaurant', 'grocery', 'home_goods', 'clothing', 'ride_share', 'electronics']",38.730723087378614,15,1425
user_00098,Chicago,41.8781,-87.6298,"['clothing', 'ride_share', 'restaurant']",33.217208634048056,21,297
user_00099,Delhi,28.7041,77.1025,"['restaurant', 'home_goods', 'grocery', 'gas_station', 'travel', 'streaming']",28.76754149022823,17,1274
user_00100,Los Angeles,34.0522,-118.2437,"['restaurant', 'travel', 'streaming', 'electronics']",14.165048465450116,20,2170
user_00101,Delhi,28.7041,77.1025,"['ride_share', 'clothing', 'home_goods', 'streaming', 'utilities', 'entertainment']",25.728846808455888,17,276
user_00102,Los Angeles,34.0522,-118.2437,"['utilities', 'electronics', 'clothing', 'restaurant']",26.96045843281146,10,1012
user_00103,Chicago,41.8781,-87.6298,"['gas_station', 'grocery', 'streaming']",20.46331229081118,15,2853
user_00104,London,51.5074,-0.1278,"['grocery', 'electronics', 'clothing', 'home_goods', 'ride_share']",30.06099766814307,9,2845
user_00105,Houston,29.7604,-95.3698,"['utilities', 'home_goods', 'electronics', 'streaming', 'restaurant']",42.20043436880862,16,950
user_00106,Chicago,41.8781,-87.6298,"['gas_station', 'restaurant', 'grocery', 'entertainment', 'clothing']",102.68967134283572,17,2361
user_00107,Mumbai,19.076,72.8777,"['restaurant', 'ride_share', 'clothing', 'streaming', 'home_goods', 'utilities']",36.7723677842632,16,2052
user_00108,London,51.5074,-0.1278,"['home_goods', 'grocery', 'streaming']",38.64936071110592,19,1350
user_00109,Mumbai,19.076,72.8777,"['restaurant', 'electronics', 'home_goods']",31.668815247136365,17,114
user_00110,Mumbai,19.076,72.8777,"['gas_station', 'ride_share', 'travel']",10.472337645897484,18,1841
user_00111,Mumbai,19.076,72.8777,"['home_goods', 'streaming', 'ride_share', 'restaurant']",32.59280878853338,15,1455
user_00112,Delhi,28.7041,77.1025,"['pharmacy', 'utilities', 'restaurant', 'gas_station', 'entertainment']",34.33406898105386,14,2871
user_00113,London,51.5074,-0.1278,"['utilities', 'streaming', 'travel', 'grocery', 'ride_share']",145.17577759321668,9,1318
user_00114,Mumbai,19.076,72.8777,"['restaurant', 'streaming', 'travel', 'grocery', 'ride_share']",29.505698705030696,14,252
user_00115,Houston,29.7604,-95.3698,"['home_goods', 'ride_share', 'utilities', 'grocery', 'electronics']",39.683219090554445,12,2279
user_00116,Chicago,41.8781,-87.6298,"['ride_share', 'entertainment', 'restaurant', 'grocery', 'electronics']",32.43288697761724,19,678
user_00117,Mumbai,19.076,72.8777,"['travel', 'streaming', 'restaurant']",16.42481297053604,11,494
user_00118,London,51.5074,-0.1278,"['utilities', 'gas_station', 'ride_share']",65.73908756622309,22,2965
user_00119,Mumbai,19.076,72.8777,"['streaming', 'ride_share', 'utilities', 'electronics', 'home_goods']",51.995637436602976,16,622
user_00120,Delhi,28.7041,77.1025,"['home_goods', 'travel', 'gas_station', 'restaurant']",53.22984143025724,12,1729
user_00121,Bengaluru,12.9716,77.5946,"['grocery', 'clothing', 'utilities', 'ride_share', 'gas_station']",19.18958199076983,15,2236
user_00122,London,51.5074,-0.1278,"['pharmacy', 'travel', 'utilities', 'streaming', 'ride_share']",76.83625403844562,22,1348
user_00123,Houston,29.7604,-95.3698,"['home_goods', 'streaming', 'electronics', 'utilities']",14.280419915474262,8,1333
user_00124,London,51.5074,-0.1278,"['streaming', 'utilities', 'gas_station', 'ride_share', 'grocery', 'restaurant']",47.092523716068,16,2447
user_00125,Bengaluru,12.9716,77.5946,"['ride_share', 'restaurant', 'travel']",123.2572180472645,22,1901
user_00126,New York,40.7128,-74.006,"['streaming', 'utilities', 'gas_station', 'restaurant']",18.277635431956128,15,1115
user_00127,Bengaluru,12.9716,77.5946,"['utilities', 'restaurant', 'pharmacy', 'travel', 'streaming', 'gas_station']",23.575814146478756,18,2973
user_00128,London,51.5074,-0.1278,"['home_goods', 'restaurant', 'electronics']",35.1558424434722,18,2833
user_00129,Mumbai,19.076,72.8777,"['entertainment', 'restaurant', 'streaming', 'utilities']",24.481423550602333,20,2625
user_00130,Los Angeles,34.0522,-118.2437,"['gas_station', 'clothing', 'grocery', 'home_goods', 'pharmacy', 'streaming']",13.060624511638359,8,1231
user_00131,Bengaluru,12.9716,77.5946,"['streaming', 'gas_station', 'electronics', 'travel', 'entertainment']",34.50615744861283,17,2822
user_00132,Chicago,41.8781,-87.6298,"['gas_station', 'restaurant', 'home_goods', 'streaming']",17.507297110553772,17,2828
user_00133,Houston,29.7604,-95.3698,"['home_goods', 'gas_station', 'electronics', 'ride_share', 'clothing', 'entertainment']",43.99849630206028,12,2761
user_00134,New York,40.7128,-74.006,"['clothing', 'utilities', 'travel', 'gas_station', 'restaurant', 'electronics']",19.07436829012689,13,2436
user_00135,Mumbai,19.076,72.8777,"['entertainment', 'clothing', 'ride_share', 'utilities', 'electronics', 'home_goods']",83.92811368737962,21,2009
user_00136,Los Angeles,34.0522,-118.2437,"['streaming', 'home_goods', 'pharmacy', 'clothing']",20.698226589537697,19,1239
user_00137,New York,40.7128,-74.006,"['clothing', 'grocery', 'home_goods', 'utilities', 'ride_share', 'streaming']",27.296625603301198,22,1202
user_00138,Houston,29.7604,-95.3698,"['electronics', 'utilities', 'entertainment', 'clothing', 'gas_station']",53.95283993356223,18,427
user_00139,New York,40.7128,-74.006,"['ride_share', 'grocery', 'home_goods', 'pharmacy', 'gas_station']",15.823266341350777,9,1238
user_00140,Bengaluru,12.9716,77.5946,"['gas_station', 'electronics', 'entertainment', 'travel', 'pharmacy', 'clothing']",37.95783584900062,16,1146
user_00141,Chicago,41.8781,-87.6298,"['ride_share', 'clothing', 'pharmacy', 'restaurant', 'entertainment']",72.55070179690263,9,606
user_00142,Houston,29.7604,-95.3698,"['travel', 'pharmacy', 'restaurant', 'streaming', 'grocery', 'gas_station']",12.622867616887506,16,536
user_00143,London,51.5074,-0.1278,"['utilities', 'entertainment', 'clothing', 'streaming', 'pharmacy']",36.99490924182675,9,2794
user_00144,Houston,29.7604,-95.3698,"['grocery', 'home_goods', 'travel', 'pharmacy', 'electronics', 'utilities']",38.70348611807173,9,2632
user_00145,London,51.5074,-0.1278,"['utilities', 'streaming', 'restaurant', 'gas_station', 'grocery']",52.93653393406718,8,1276
user_00146,London,51.5074,-0.1278,"['restaurant', 'electronics', 'travel']",15.765587737661638,10,1621
user_00147,London,51.5074,-0.1278,"['utilities', 'travel', 'streaming', 'gas_station', 'home_goods']",14.995138253764532,18,435
user_00148,London,51.5074,-0.1278,"['clothing', 'grocery', 'pharmacy', 'electronics', 'ride_share', 'travel']",45.29356363900824,11,1515
user_00149,Los Angeles,34.0522,-118.2437,"['travel', 'utilities', 'pharmacy', 'grocery', 'streaming']",39.574730818605445,12,807
user_00150,Los Angeles,34.0522,-118.2437,"['restaurant', 'utilities', 'electronics', 'grocery', 'travel', 'streaming']",38.486045082879286,13,1027
user_00151,Chicago,41.8781,-87.6298,"['restaurant', 'travel', 'electronics', 'home_goods']",40.7668367322309,21,984
user_00152,Bengaluru,12.9716,77.5946,"['home_goods', 'grocery', 'clothing', 'gas_station']",22.02074948015383,10,2242
user_00153,Mumbai,19.076,72.8777,"['restaurant', 'utilities', 'grocery', 'gas_station']",38.06716952086395,8,1497
user_00154,Houston,29.7604,-95.3698,"['grocery', 'gas_station', 'clothing', 'entertainment', 'utilities']",39.48194520438102,19,1754
user_00155,Los Angeles,34.0522,-118.2437,"['ride_share', 'entertainment', 'pharmacy']",21.571848386243627,16,2461
user_00156,Los Angeles,34.0522,-118.2437,"['travel', 'electronics', 'home_goods', 'grocery', 'clothing', 'utilities']",101.43971759122394,18,157
user_00157,New York,40.7128,-74.006,"['streaming', 'entertainment', 'restaurant', 'ride_share', 'travel', 'grocery']",44.00484548645196,22,360
user_00158,Bengaluru,12.9716,77.5946,"['restaurant', 'gas_station', 'clothing', 'travel']",16.20334822888881,19,1361
user_00159,Delhi,28.7041,77.1025,"['ride_share', 'travel', 'home_goods', 'streaming', 'restaurant']",49.1035908329472,20,2904
user_00160,Los Angeles,34.0522,-118.2437,"['streaming', 'ride_share', 'electronics', 'entertainment']",18.4523364230314,13,1887
user_00161,Delhi,28.7041,77.1025,"['entertainment', 'restaurant', 'pharmacy', 'streaming', 'home_goods', 'ride_share']",53.10392073001119,12,1563
user_00162,Chicago,41.8781,-87.6298,"['restaurant', 'entertainment', 'utilities', 'home_goods', 'streaming', 'grocery']",66.36417298617634,19,1556
user_00163,Chicago,41.8781,-87.6298,"['home_goods', 'travel', 'utilities']",20.23857848481186,13,2774
user_00164,Los Angeles,34.0522,-118.2437,"['pharmacy', 'utilities', 'streaming', 'grocery', 'clothing', 'ride_share']",59.02881281793271,12,1470
user_00165,Los Angeles,34.0522,-118.2437,"['gas_station', 'utilities', 'ride_share', 'electronics']",42.42206196012834,21,473
user_00166,Bengaluru,12.9716,77.5946,"['restaurant', 'clothing', 'home_goods', 'electronics', 'streaming']",54.230099519935514,21,2327
user_00167,New York,40.7128,-74.006,"['grocery', 'gas_station', 'clothing', 'home_goods', 'pharmacy']",103.34529804002771,13,55
user_00168,Chicago,41.8781,-87.6298,"['home_goods', 'utilities', 'streaming', 'restaurant']",28.58171364805643,10,2623
user_00169,New York,40.7128,-74.006,"['entertainment', 'travel', 'electronics']",21.0680631991304,14,1749
user_00170,London,51.5074,-0.1278,"['gas_station', 'pharmacy', 'clothing', 'utilities', 'restaurant']",19.419764618626957,22,245
user_00171,Chicago,41.8781,-87.6298,"['home_goods', 'grocery', 'restaurant', 'clothing']",20.297826858678906,15,2741
user_00172,Delhi,28.7041,77.1025,"['home_goods', 'ride_share', 'streaming', 'clothing', 'electronics', 'entertainment']",31.61839192896162,16,496
user_00173,Bengaluru,12.9716,77.5946,"['restaurant', 'clothing', 'home_goods', 'ride_share', 'utilities', 'grocery']",40.63749590617694,11,1648
user_00174,New York,40.7128,-74.006,"['electronics', 'clothing', 'entertainment']",39.0957779208914,20,592
user_00175,Mumbai,19.076,72.8777,"['pharmacy', 'restaurant', 'grocery', 'ride_share', 'streaming']",54.39705135836408,10,559
user_00176,Delhi,28.7041,77.1025,"['travel', 'entertainment', 'pharmacy', 'restaurant']",33.37480036490835,14,203
user_00177,Delhi,28.7041,77.1025,"['ride_share', 'restaurant', 'pharmacy']",79.21141730280954,17,1788
user_00178,Delhi,28.7041,77.1025,"['clothing', 'restaurant', 'streaming', 'grocery', 'pharmacy', 'utilities']",28.253176678223355,20,2561
user_00179,London,51.5074,-0.1278,"['restaurant', 'streaming', 'entertainment', 'electronics', 'utilities']",169.37268098754276,17,1670
user_00180,Los Angeles,34.0522,-118.2437,"['clothing', 'pharmacy', 'electronics', 'utilities', 'gas_station', 'grocery']",48.20199492372031,16,2623
user_00181,Los Angeles,34.0522,-118.2437,"['pharmacy', 'entertainment', 'gas_station', 'electronics']",19.800465868785437,9,629
user_00182,Mumbai,19.076,72.8777,"['gas_station', 'home_goods', 'entertainment', 'restaurant']",17.4173093358721,10,2602
user_00183,London,51.5074,-0.1278,"['home_goods', 'entertainment', 'ride_share', 'pharmacy', 'travel', 'restaurant']",44.23354549795766,15,309
user_00184,London,51.5074,-0.1278,"['utilities', 'clothing', 'entertainment', 'grocery', 'pharmacy', 'home_goods']",28.960195807532713,9,1301
user_00185,London,51.5074,-0.1278,"['grocery', 'entertainment', 'pharmacy', 'clothing', 'restaurant', 'home_goods']",50.825606698639504,21,399
user_00186,Delhi,28.7041,77.1025,"['home_goods', 'travel', 'grocery', 'ride_share', 'electronics', 'gas_station']",43.989130739068685,17,1978
user_00187,Chicago,41.8781,-87.6298,"['ride_share', 'restaurant', 'pharmacy']",31.699555300386972,19,375
user_00188,Chicago,41.8781,-87.6298,"['electronics', 'ride_share', 'utilities']",19.923974775194324,16,2171
user_00189,Chicago,41.8781,-87.6298,"['pharmacy', 'clothing', 'streaming', 'home_goods', 'entertainment']",13.344331196480033,18,2478
user_00190,New York,40.7128,-74.006,"['restaurant', 'pharmacy', 'entertainment', 'travel', 'streaming']",25.33257276567027,12,1062
user_00191,Chicago,41.8781,-87.6298,"['restaurant', 'home_goods', 'gas_station', 'pharmacy', 'clothing']",55.35900160716219,18,2890
user_00192,Delhi,28.7041,77.1025,"['home_goods', 'restaurant', 'clothing', 'travel']",37.65464223871318,14,2665
user_00193,Bengaluru,12.9716,77.5946,"['utilities', 'entertainment', 'travel', 'restaurant']",15.682677084403096,18,2776
user_00194,Delhi,28.7041,77.1025,"['grocery', 'pharmacy', 'clothing', 'gas_station', 'electronics']",36.74156059123321,13,2021
user_00195,Houston,29.7604,-95.3698,"['gas_station', 'entertainment', 'restaurant', 'clothing']",41.72875367846007,21,444
user_00196,New York,40.7128,-74.006,"['home_goods', 'gas_station', 'entertainment', 'streaming', 'utilities']",19.485791097095262,10,770
user_00197,Chicago,41.8781,-87.6298,"['grocery', 'streaming', 'pharmacy', 'electronics', 'ride_share', 'clothing']",36.31515196076901,12,1868
user_00198,Houston,29.7604,-95.3698,"['clothing', 'ride_share', 'electronics', 'pharmacy']",34.29245060845094,18,2366
user_00199,London,51.5074,-0.1278,"['clothing', 'streaming', 'travel', 'home_goods', 'utilities', 'restaurant']",16.680123838968417,21,847
user_00200,Chicago,41.8781,-87.6298,"['grocery', 'utilities', 'ride_share', 'pharmacy', 'restaurant']",41.045139159562666,19,2143
user_00201,Los Angeles,34.0522,-118.2437,"['restaurant', 'gas_station', 'clothing', 'ride_share', 'utilities']",46.36156223543915,21,1821
user_00202,Los Angeles,34.0522,-118.2437,"['ride_share', 'pharmacy', 'grocery', 'streaming']",63.42326474236522,8,1653
user_00203,Bengaluru,12.9716,77.5946,"['streaming', 'restaurant', 'pharmacy', 'electronics']",62.31992706435722,8,1335
user_00204,Los Angeles,34.0522,-118.2437,"['gas_station', 'entertainment', 'grocery', 'clothing', 'ride_share']",14.489125162132167,19,598
user_00205,London,51.5074,-0.1278,"['home_goods', 'grocery', 'restaurant', 'utilities', 'clothing', 'entertainment']",18.864936286110314,21,642
user_00206,Delhi,28.7041,77.1025,"['clothing', 'electronics', 'entertainment']",45.10626544829559,9,225
user_00207,Houston,29.7604,-95.3698,"['utilities', 'home_goods', 'ride_share', 'restaurant', 'travel', 'streaming']",45.072466921895156,22,2077
user_00208,New York,40.7128,-74.006,"['entertainment', 'gas_station', 'clothing', 'streaming']",45.10660155700989,8,2548
user_00209,Bengaluru,12.9716,77.5946,"['home_goods', 'streaming', 'gas_station', 'restaurant']",334.1663404801319,16,1507
user_00210,Los Angeles,34.0522,-118.2437,"['streaming', 'ride_share', 'grocery']",46.64353378425344,18,1614
user_00211,Bengaluru,12.9716,77.5946,"['entertainment', 'grocery', 'pharmacy', 'restaurant', 'home_goods']",65.45346185674893,11,2721
user_00212,Los Angeles,34.0522,-118.2437,"['gas_station', 'grocery', 'pharmacy', 'travel', 'home_goods']",58.697730188957436,21,2662
user_00213,Chicago,41.8781,-87.6298,"['entertainment', 'ride_share', 'gas_station', 'home_goods', 'restaurant', 'pharmacy']",48.9517319700906,20,1904
user_00214,New York,40.7128,-74.006,"['electronics', 'grocery', 'entertainment', 'utilities', 'pharmacy']",27.408096247034454,22,1300
user_00215,Delhi,28.7041,77.1025,"['clothing', 'grocery', 'electronics', 'entertainment', 'pharmacy', 'streaming']",52.215612086847216,20,225
user_00216,Bengaluru,12.9716,77.5946,"['restaurant', 'pharmacy', 'streaming', 'home_goods', 'ride_share']",20.82813821458347,22,1613
user_00217,Bengaluru,12.9716,77.5946,"['ride_share', 'entertainment', 'pharmacy', 'travel']",28.72905086165705,12,368
