transaction_id,user_id,timestamp,amount,merchant_category,latitude,longitude,card_age_days_at_tx,channel,device_id,auth_confidence,dispute_filed,dispute_narrative_similarity,otp_override,is_fraud,attack_type
87cbfcff-7c80-4280-b5cd-f0a717b931ad,user_00189,2026-06-01 09:47:00,10.7,restaurant,28.7229,77.1189,614,ecom,dev_aa21512b,0.8611,0,0.0,0,0,none
4a9522d9-b8e8-4e3b-af16-5159adf735f2,user_00063,2026-06-01 09:49:00,17.61,grocery,28.6337,77.2298,896,ecom,dev_7aaf9c71,0.9854,0,0.0,0,0,none
ba31ef5e-5520-473a-a07e-6d63f2e49ece,user_00030,2026-06-01 09:53:00,19.75,restaurant,41.8638,-87.5244,2363,ecom,dev_85acc867,0.9937,0,0.0,0,0,none
103c35c9-6b3c-4d1f-81e7-50c544e8a724,user_00473,2026-06-01 09:57:00,127.12,clothing,29.7675,-95.4561,2769,pos,dev_e8406e39,0.9226,0,0.0,0,0,none
ff2cf968-222c-4fad-a37e-4f4eae7a162d,user_00399,2026-06-01 10:01:00,63.34,entertainment,51.5582,-0.2012,1727,pos,dev_0d544d3f,0.9659,0,0.0,0,0,none
6a4648e6-a65c-44c1-9409-0a24df4840bc,user_00356,2026-06-01 10:02:00,22.3,gas_station,33.9522,-118.2549,1099,pos,dev_893d4658,0.9378,0,0.0,0,0,none
b841b89d-0239-43f2-8760-7935ddaf113b,user_00007,2026-06-01 10:04:00,70.91,ride_share,34.0458,-118.2064,2651,ecom,dev_b7380d51,0.9937,0,0.0,0,0,none
7aa1dc87-4f6f-4793-925a-67b75163c37c,user_00306,2026-06-01 10:05:00,70.44,travel,34.0275,-118.2093,1904,pos,dev_0e67eb8c,0.8765,0,0.0,0,0,none
d75f0d2d-8d66-4445-8dc5-8b8fd3724fe1,user_00060,2026-06-01 10:15:00,17.54,grocery,29.7452,-95.3239,1627,ecom,dev_167a5c92,0.9297,0,0.0,0,0,none
454d9f1d-598f-481f-8934-b7a40d4bda18,user_00079,2026-06-01 10:20:00,9.92,travel,51.5023,-0.1271,961,ecom,dev_fd28a965,0.9507,0,0.0,0,0,none
3e41a7b3-b6f1-42e5-8510-57fc91d5d418,user_00249,2026-06-01 10:20:00,19.06,ride_share,40.7104,-74.0032,584,app_biometric,dev_d67a57f6,0.8628,0,0.0,0,0,none
a81d7cb5-a698-42fb-8df9-649e39706d7b,user_00021,2026-06-01 10:22:00,27.17,entertainment,40.6685,-74.0469,2770,ecom,dev_c75b8306,0.9184,0,0.0,0,0,none
df879ff4-2b69-4242-a258-d09add55d81f,user_00415,2026-06-01 10:25:00,23.19,restaurant,34.1596,-118.1591,644,pos,dev_82f80dc1,0.9926,0,0.0,0,0,none
144e3e1a-eefc-4c30-b4eb-f63e97a1103a,user_00366,2026-06-01 10:26:00,102.73,grocery,28.7213,77.1654,1176,pos,dev_3c2d09a0,0.9915,0,0.0,0,0,none
f619c1e1-4d56-4a59-a48e-b5e643bb0424,user_00362,2026-06-01 10:27:00,56.28,gas_station,29.8031,-95.3052,282,pos,dev_8200f183,0.8731,0,0.0,0,0,none
445fde85-7cbe-44a4-a4cb-69b746cdf51e,user_00392,2026-06-01 10:27:00,14.76,ride_share,12.8913,77.574,956,pos,dev_0d049429,0.9421,0,0.0,0,0,none
67ba149f-908b-43fc-8970-1e455c88c6a8,user_00362,2026-06-01 10:27:00,73.11,gas_station,29.7537,-95.365,282,ecom,dev_4c2d9fca,0.9621,0,0.0,0,0,none
534e5896-108b-46a3-bedb-bae3b799282b,user_00324,2026-06-01 10:28:00,31.3,utilities,40.7653,-74.0125,677,pos,dev_f06c12bb,0.8926,0,0.0,0,0,none
0e279598-1d94-4864-9255-e096a8f12405,user_00318,2026-06-01 10:30:00,50.63,pharmacy,19.1113,72.9614,1715,ecom,dev_254d1bd1,0.9566,0,0.0,0,0,none
4782f144-3c5f-45ea-b4b2-7c94fc4e98c0,user_00198,2026-06-01 10:32:00,58.06,entertainment,34.1257,-118.2775,1328,pos,dev_218c5f3b,0.9496,0,0.0,0,0,none
961d2c21-9162-4b01-9489-3858e64de603,user_00224,2026-06-01 10:42:00,10.79,travel,41.9063,-87.5212,739,ecom,dev_c0f30a36,0.9428,0,0.0,0,0,none
68192c83-34bb-4402-94a9-36815b1387fe,user_00264,2026-06-01 10:45:00,57.95,travel,29.7426,-95.3667,1101,pos,dev_7a6d08e7,0.9158,0,0.0,0,0,none
1c3d2afd-80a9-4169-a79c-66d340bdec86,user_00135,2026-06-01 10:47:00,89.3,home_goods,19.087,72.8272,2904,ecom,dev_716db60c,0.9665,0,0.0,0,0,none
b46dfc6a-c8e7-4852-8b78-0de592e323a2,user_00023,2026-06-01 10:55:00,17.65,restaurant,28.7501,77.0939,1942,pos,dev_cc2326e8,0.9429,0,0.0,0,0,none
4a609ef2-3f3e-4020-b804-d26985710ebb,user_00198,2026-06-01 11:00:00,50.81,streaming,34.0493,-118.2923,1328,ecom,dev_218c5f3b,0.8975,1,0.3321,0,0,none
078772df-585f-4559-9243-b94a1e23242a,user_00249,2026-06-01 11:01:00,81.6,clothing,40.6588,-74.0789,584,ecom,dev_9820ec20,0.9835,0,0.0,0,0,none
c5117a81-f27f-4248-94fd-9bad84ef76ad,user_00049,2026-06-01 11:02:00,16.42,utilities,19.0686,72.8176,2274,ecom,dev_bbd014c4,0.9966,0,0.0,0,0,none
ea3376a6-994d-4f4b-9564-90d744ff8dbe,user_00078,2026-06-01 11:08:00,35.26,electronics,19.0573,72.8537,916,pos,dev_b3f0038f,0.927,0,0.0,0,0,none
855e68b1-68f5-4eab-abdb-e6b6b13b86ac,user_00422,2026-06-01 11:14:00,47.16,streaming,34.0059,-118.2356,1706,ecom,dev_ad82fe63,0.9546,0,0.0,0,0,none
41a05765-81bc-415b-8f19-d205aa1ebbc8,user_00001,2026-06-01 11:16:00,23.99,travel,34.1163,-118.2825,844,pos,dev_4d7ea62d,0.9583,0,0.0,0,0,none
c481914e-766f-4460-85cf-902df7790ed6,user_00455,2026-06-01 11:19:00,18.88,home_goods,28.7367,77.0237,1639,call_center,dev_e27fb046,0.9868,0,0.0,0,0,none
839de957-703f-4a90-96b6-7ae059ef117f,user_00079,2026-06-01 11:19:00,18.2,entertainment,51.4549,-0.1714,961,ecom,dev_d2cba183,0.9808,0,0.0,0,0,none
bdb19d5d-6d09-41ea-85b2-62c67381446a,user_00137,2026-06-01 11:22:00,24.06,entertainment,28.6313,77.0694,655,pos,dev_fa5fbe31,0.9339,0,0.0,0,0,none
5ee593a0-11c7-4c94-a851-b7a6178f9099,user_00468,2026-06-01 11:23:00,34.48,gas_station,29.7369,-95.2949,196,ecom,dev_d93c7ed0,0.9013,0,0.0,0,0,none
b5a9f7d5-0574-4af0-ac93-735cc2e60263,user_00460,2026-06-01 11:25:00,231.04,clothing,41.8326,-87.591,888,ecom,dev_f1bf8b2b,0.9059,0,0.0,0,0,none
e947ddd3-5a03-4822-872f-cca7f6b945bb,user_00129,2026-06-01 11:28:00,15.98,utilities,41.8296,-87.6487,1004,pos,dev_7cab2a48,0.9741,0,0.0,0,0,none
21949df6-4cb5-4fe0-8913-e9c132519d45,user_00057,2026-06-01 11:29:00,24.5,ride_share,51.4832,-0.0935,1405,ecom,dev_a0aa9cb9,0.8996,0,0.0,0,0,none
44b605af-4c88-4875-a89e-4edc89c85df8,user_00175,2026-06-01 11:35:00,41.86,gas_station,19.091,72.886,913,app_biometric,dev_4fe23ac7,0.9861,0,0.0,0,0,none
ee509fc2-1615-49d4-ad82-21906d21be32,user_00444,2026-06-01 11:37:00,15.74,grocery,51.4933,-0.1115,1734,app_biometric,dev_d691846c,0.9369,0,0.0,0,0,none
54305115-0439-4574-8b9e-4a1a9885060f,user_00375,2026-06-01 11:39:00,24.31,electronics,51.4476,-0.0041,2966,ecom,dev_1bf8369b,0.8999,0,0.0,0,0,none
1a2846d4-dfc7-4a4c-a43c-4eabff887d15,user_00208,2026-06-01 11:41:00,37.12,pharmacy,12.9531,77.5763,1940,ecom,dev_eadde5f8,0.9963,0,0.0,0,0,none
d372e6d2-891f-4cca-a400-6112005f6963,user_00439,2026-06-01 11:49:00,37.88,utilities,34.1212,-118.338,1111,pos,dev_196e760e,0.9352,0,0.0,0,0,none
5fa6c071-1c63-4d67-8ab4-486e4918095c,user_00218,2026-06-01 11:51:00,36.66,travel,51.5157,-0.0548,1639,ecom,dev_8a656c03,0.9404,0,0.0,0,0,none
25fe209c-7bd6-42bd-9eeb-7f5ccd946f1c,user_00020,2026-06-01 11:53:00,57.43,grocery,34.1499,-118.2619,2929,ecom,dev_3f4d6329,0.919,0,0.0,0,0,none
114e0b51-212b-4777-aff4-73bcda3b15e1,user_00059,2026-06-01 12:07:00,48.83,entertainment,29.8162,-95.4039,285,pos,dev_4286d56c,0.9356,0,0.0,0,0,none
a9183823-840d-453c-acd0-314bbc9d8435,user_00407,2026-06-01 12:08:00,30.78,electronics,40.7415,-73.9519,237,pos,dev_a9d4e73f,0.9148,0,0.0,0,0,none
36a17e85-3266-4e40-afb8-e9c2cb5f279b,user_00458,2026-06-01 12:08:00,36.68,utilities,51.4559,-0.0667,2723,call_center,dev_f0e5c66a,0.9755,0,0.0,0,0,none
a00a5c39-dcd1-4f6c-b190-83fcd29e6bb7,user_00148,2026-06-01 12:12:00,30.51,streaming,51.5379,-0.0727,895,pos,dev_2e571e27,0.9363,0,0.0,0,0,none
c6ab26d5-5983-4094-bb8d-612bf20e7374,user_00299,2026-06-01 12:12:00,27.63,ride_share,29.7897,-95.4203,458,call_center,dev_127f6514,0.8964,0,0.0,0,0,none
ffbc09a7-2714-4196-8e5e-20b99c38a9ba,user_00179,2026-06-01 12:15:00,276.21,travel,41.795,-87.6228,1955,pos,dev_9ed9535e,0.9513,0,0.0,0,0,none
8fcba344-ec05-4d29-8cad-0f50cfd8a09c,user_00122,2026-06-01 12:20:00,145.46,ride_share,40.6874,-73.9349,2231,ecom,dev_1ea76816,0.8652,1,0.1485,0,0,none
08df317b-529f-4ad7-89af-3884d8d8eaba,user_00376,2026-06-01 12:20:00,35.75,home_goods,41.9703,-87.715,1560,pos,dev_8c1dde72,0.9947,0,0.0,0,0,none
c7e302b9-d3ec-427e-a9ee-187d3e798246,user_00077,2026-06-01 12:22:00,34.5,entertainment,12.9858,77.6326,1285,ecom,dev_f661ad7e,0.942,0,0.0,0,0,none
f9a99aed-5811-4da6-9569-33c1203b20a8,user_00133,2026-06-01 12:25:00,49.73,utilities,40.8041,-73.9941,2947,ecom,dev_17a80f2f,0.9088,0,0.0,0,0,none
8f3a95e7-7968-4db2-ad58-b6f3c36cd8c6,user_00257,2026-06-01 12:25:00,18.17,clothing,41.9466,-87.6841,2810,ecom,dev_9a05e199,0.9521,0,0.0,0,0,none
c148923f-6e93-4d06-93d0-3d0c3bd7bdff,user_00079,2026-06-01 12:28:00,14.46,entertainment,51.5341,-0.1179,961,ecom,dev_fd28a965,0.9285,0,0.0,0,0,none
00229585-7e48-4dda-9497-a7f164e63c78,user_00158,2026-06-01 12:30:00,10.99,restaurant,19.0389,72.9335,1881,pos,dev_2aa65f7c,0.8932,0,0.0,0,0,none
3916c51b-1431-437d-884d-a84c36edf60d,user_00414,2026-06-01 12:51:00,45.57,grocery,28.7447,77.0912,2833,pos,dev_e290509c,0.9245,0,0.0,0,0,none
59284586-a1c9-4202-a19f-e2744b3f724b,user_00458,2026-06-01 12:53:00,13.65,entertainment,51.4665,-0.0959,2723,ecom,dev_f0e5c66a,0.9457,0,0.0,0,0,none
d70ec9fa-f753-4bec-9abe-1f016d67651d,user_00339,2026-06-01 12:59:00,21.61,travel,28.6829,76.9878,372,ecom,dev_e0f11fdf,0.964,0,0.0,0,0,none
3ee1e165-ee15-4f70-9a8f-6a03932956ac,user_00469,2026-06-01 13:00:00,28.94,clothing,28.6871,77.121,1940,ecom,dev_49e049aa,0.9929,0,0.0,0,0,none
d4d24e18-85af-4c0d-86a4-8b1d30404c8f,user_00122,2026-06-01 13:01:00,48.74,ride_share,40.788,-73.9921,2231,ecom,dev_1ea76816,0.9577,0,0.0,0,0,none
81ff9584-2608-495f-9cb5-41b71c565139,user_00389,2026-06-01 13:03:00,27.23,streaming,13.0071,77.6493,427,ecom,dev_2fdae91a,0.9152,0,0.0,0,0,none
a94be77b-553c-4e94-849c-c191f206e398,user_00389,2026-06-01 13:03:00,23.61,streaming,12.9147,77.5958,427,pos,dev_515b96a8,0.9966,0,0.0,0,0,none
c37bae0b-0bc3-4408-b194-8780c8a52f8a,user_00005,2026-06-01 13:11:00,7.06,entertainment,12.9405,77.5046,983,ecom,dev_3dcb0791,0.9133,0,0.0,0,0,none
2715b019-0446-4ee6-bb23-07d2eec24a43,user_00378,2026-06-01 13:18:00,222.61,travel,51.4821,-0.1192,1286,pos,dev_58e3932a,0.9053,0,0.0,0,0,none
3ab19238-5edb-472c-bda1-2a5bbe8175ec,user_00144,2026-06-01 13:19:00,23.66,ride_share,41.8439,-87.6204,1426,ecom,dev_c2fa9839,0.9308,0,0.0,0,0,none
3dc71158-bf4b-4a82-b6f9-fd35c1bf8996,user_00223,2026-06-01 13:20:00,8.22,electronics,28.6545,77.0417,285,ecom,dev_6c210b2f,0.9263,0,0.0,0,0,none
f986eedb-fc10-4eed-b176-c08d5fd45c94,user_00024,2026-06-01 13:24:00,9.39,streaming,40.7505,-73.9108,814,ecom,dev_0b488148,0.9884,0,0.0,0,0,none
d1be3f3a-b1e3-4421-9c01-82c209b88bdb,user_00439,2026-06-01 13:24:00,31.99,clothing,34.052,-118.2349,1111,pos,dev_a795f889,0.8905,0,0.0,0,0,none
af702ea9-4b5d-4964-9b4c-16189e47bd5f,user_00329,2026-06-01 13:28:00,38.25,entertainment,29.788,-95.402,575,pos,dev_26e72f97,0.8998,0,0.0,0,0,none
206735a0-587e-480c-ad20-ede71d4f93d9,user_00101,2026-06-01 13:28:00,34.42,gas_station,19.095,72.8573,1391,pos,dev_44a89dd0,0.8873,0,0.0,0,0,none
9a45fed9-fed2-45f8-8ecf-66b1644bf193,user_00226,2026-06-01 13:34:00,46.0,entertainment,19.0653,72.905,1458,pos,dev_984544a5,0.9955,0,0.0,0,0,none
e711b6c4-e0e9-4c5c-97df-d483e5dca31d,user_00417,2026-06-01 13:38:00,31.8,clothing,51.5342,-0.1091,2951,ecom,dev_ddf9a58c,0.9085,0,0.0,0,0,none
22925618-0860-453d-b88a-6a78a0fbf17c,user_00084,2026-06-01 13:42:00,12.38,electronics,34.0954,-118.2351,2440,pos,dev_c547ae4e,0.9045,0,0.0,0,0,none
1ccd677e-0c30-4c57-8dd7-d6c6a941f45c,user_00340,2026-06-01 13:44:00,32.96,travel,19.0539,72.8259,2432,pos,dev_76d20f8e,0.9954,0,0.0,0,0,none
6832af5c-7e98-4e41-99c2-121d60d41e1c,user_00307,2026-06-01 13:46:00,43.76,ride_share,34.0011,-118.2443,497,pos,dev_c93db04e,0.8721,0,0.0,0,0,none
a3ea0bdd-2d77-48c1-844b-0afa8bd54595,user_00332,2026-06-01 13:48:00,47.43,home_goods,41.9041,-87.664,602,pos,dev_c8eec602,0.8716,0,0.0,0,0,none
7079a58b-e7cf-4190-8285-cebd4ec3d6da,user_00201,2026-06-01 13:49:00,25.7,clothing,13.0579,77.6193,2631,pos,dev_f8b7b0de,0.9612,0,0.0,0,0,none
57c412d0-ef13-41d5-a2ff-0b7f42db29a1,user_00436,2026-06-01 13:50:00,66.23,electronics,51.5028,-0.1368,2911,call_center,dev_52db5ae0,0.878,0,0.0,0,0,none
54047205-26f8-4573-992a-42213d4264db,user_00404,2026-06-01 13:51:00,21.28,electronics,19.1051,72.8714,1844,ecom,dev_e0648673,0.9045,0,0.0,0,0,none
580bc1fc-0e77-4925-ae31-90446feff120,user_00380,2026-06-01 13:52:00,14.97,utilities,12.976,77.6746,348,ecom,dev_19def76b,0.9766,0,0.0,0,0,none
a3f114f0-1181-4dc9-8cb1-389278f08708,user_00153,2026-06-01 13:53:00,28.34,streaming,12.9855,77.7052,1670,pos,dev_2da180c9,0.8733,0,0.0,0,0,none
e7835ef6-4041-46d0-8288-d03ae2d6850f,user_00218,2026-06-01 14:03:00,24.7,travel,51.5186,-0.0721,1639,app_biometric,dev_8a656c03,0.9475,0,0.0,0,0,none
e1c31f91-79c4-4204-917c-87c041527bc8,user_00229,2026-06-01 14:10:00,34.22,travel,51.5622,-0.1497,477,ecom,dev_0fac7c32,0.8726,0,0.0,0,0,none
2a14e935-e02b-470a-8b6c-bd46fd2b0eb7,user_00258,2026-06-01 14:11:00,31.89,utilities,28.7911,77.1492,641,ecom,dev_0280486f,0.8748,0,0.0,0,0,none
c5e07b1e-a87b-41b5-9fc1-860913d5c237,user_00285,2026-06-01 14:15:00,33.89,restaurant,34.0483,-118.2152,137,pos,dev_55c3359e,0.9703,0,0.0,1,0,none
a861ab02-502d-413f-a714-ed2bfd86d76f,user_00307,2026-06-01 14:15:00,30.37,streaming,34.0536,-118.2442,497,ecom,dev_4e463acb,0.9491,0,0.0,0,0,none
fb5e07f7-f79e-4593-a92c-9411350b0be5,user_00267,2026-06-01 14:18:00,25.39,home_goods,12.9369,77.6117,2031,pos,dev_d5cdecc4,0.9513,0,0.0,0,0,none
9ec80d06-04bf-466c-bc3d-e5eb31e24990,user_00411,2026-06-01 14:21:00,13.62,entertainment,29.6924,-95.3794,112,ecom,dev_1a2b6f37,0.9391,0,0.0,0,0,none
fc080efb-179a-4a56-9e59-e8a16cb7dbc1,user_00439,2026-06-01 14:22:00,25.17,clothing,34.0149,-118.2084,1111,pos,dev_1af0979f,0.9662,0,0.0,0,0,none
8efe7853-7dab-44af-8e76-8458d7d3e2ef,user_00025,2026-06-01 14:24:00,25.77,ride_share,29.7369,-95.4023,2284,ecom,dev_fab8fc72,0.8833,0,0.0,0,0,none
760d42fe-8e18-424b-8fa9-478c3c091839,user_00126,2026-06-01 14:28:00,8.73,home_goods,51.5161,-0.0653,1396,ecom,dev_325903f8,0.9232,0,0.0,0,0,none
2e719547-ed34-4b16-8c0c-e81825a2315b,user_00418,2026-06-01 14:31:00,67.15,streaming,29.7963,-95.4428,429,pos,dev_3276ef87,0.9066,0,0.0,0,0,none
